"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","81820","TC-STUL — Counselor views active students in Student List","chromium","2026-08-05","passed","2026-08-05","STUL — Student List","","",""
"","25708","TC-GRDP — Guardian saves changes to their profile","chromium","2026-08-05","passed","2026-08-05","GRDP — Guardian Profile","","",""
"","65581","TC-GRDP — Guardian with linked students lands on the first linked student's home","chromium","2026-08-05","passed","2026-08-05","GRDP — Linked Students","","",""
"","11240","TC-AUTH — Expired or invalid reset code redirects to sign-in","chromium","2026-08-05","passed","2026-08-05","AUTH — Password Reset","","",""
"","22369","TC-ONBRD — Quiz result page reveals the student's readiness level","chromium","2026-08-05","passed","2026-08-05","ONBRD — Onboarding Quiz","","",""
"","31590","TC-AUTH — Guardian logs in and is redirected to linked student's home","chromium","2026-08-05","passed","2026-08-05","AUTH — Role-Based Redirects","","",""
"","37443","TC-GRDP — Guardian views their assigned surveys list","chromium","2026-08-05","passed","2026-08-05","GRDP — Guardian Surveys","","",""
"","81865","TC-AUTH — Authenticated user can log out","chromium","2026-08-05","passed","2026-08-05","AUTH — Login and Logout","","",""
"","49697","TC-APPL — Guardian with full access views Application Tracker for a linked student","chromium","2026-08-05","passed","2026-08-05","APPL — Application Tracker","","",""
"","36228","TC-BKM — Student adds a university to the Longlist via the +Add button","chromium","2026-08-05","passed","2026-08-05","BKM — Bookmarks board","","",""
"","29571","TC-APPL — Submitted section empty state shows the Saige image, message, and Search university button","chromium","2026-08-05","passed","2026-08-05","APPL — Application Tracker","","",""
"","41230","TC-BKM — Go to applications link in the Bookmarks Applying list column navigates to Application Tracker","chromium","2026-08-05","passed","2026-08-05","BKM — Bookmarks board","","",""
"","24643","TC-APPL — Other portals in-progress rows render with correct header and count","chromium","2026-08-05","passed","2026-08-05","APPL — Application Tracker","","",""
"","44852","TC-AUTH — Admin logs in and lands on the dashboard","chromium","2026-08-05","passed","2026-08-05","AUTH — Login and Logout","","",""
"","23554","TC-BKM — Student views Bookmarks page with Longlist, Shortlist, and Applying list columns","chromium","2026-08-05","passed","2026-08-05","BKM — Bookmarks board","","",""
"","28224","TC-APPL — Student views Application Tracker page with In Progress and Submitted sections","chromium","2026-08-05","passed","2026-08-05","APPL — Application Tracker","","",""
"","11049","TC-AUTH — Unauthenticated user is redirected to sign-in with return URL","chromium","2026-08-05","passed","2026-08-05","AUTH — Login and Logout","","",""
"","39589","TC-BKM — Left-nav Bookmarks and Applications links navigate to the correct pages","chromium","2026-08-05","passed","2026-08-05","BKM — Bookmarks board","","",""
"","44301","TC-BKM — Teacher is denied access to Bookmarks and Application Tracker pages","chromium","2026-08-05","passed","2026-08-05","BKM — Bookmarks board","","",""
"","64286","TC-AUTH — Password reset via email","chromium","2026-08-05","passed","2026-08-05","AUTH — Password Reset","","",""
"","35900","TC-BKM — Student moves a university from Shortlist to the Applying list via the card kebab menu","chromium","2026-08-05","passed","2026-08-05","BKM — Bookmarks board","","",""
"","26395","TC-GRDP — A user without the guardian-profile permission is denied access to the guardian profile edit page","chromium","2026-08-05","passed","2026-08-05","GRDP — Guardian Profile","","",""
"","28503","TC-AUTH — Student (onboarded) logs in with email and password","chromium","2026-08-05","passed","2026-08-05","AUTH — Login and Logout","","",""
"","49297","TC-APPL — Counselor views Application Tracker for an assigned student","chromium","2026-08-05","passed","2026-08-05","APPL — Application Tracker","","",""
"","79976","TC-STUL — Admin views all active students in Student List","chromium","2026-08-05","passed","2026-08-05","STUL — Student List","","",""
"","52291","TC-AUTH — Counselor logs in and logs out","chromium","2026-08-05","passed","2026-08-05","AUTH — Login and Logout","","",""
"","175824","TC-ONBRD — Student in grade 11 or above completes the full onboarding quiz","chromium","2026-08-05","passed","2026-08-05","ONBRD — Onboarding Quiz","","",""
"","48738","TC-GRDP — Counselor opens a student's profile and the Contacts list loads with existing guardian contacts","chromium","2026-08-05","passed","2026-08-05","GRDP — Student Contacts","","",""
"","49963","TC-GRDP — Counselor adds a new guardian contact to a student","chromium","2026-08-05","passed","2026-08-05","GRDP — Student Contacts","","",""
"","24991","TC-GRDP — Guardian with no linked students is logged out on sign-in","chromium","2026-08-05","passed","2026-08-05","GRDP — Linked Students","","",""
"","101374","TC-ONBRD — Student in grade 10 or below completes the pre-quiz only","chromium","2026-08-05","passed","2026-08-05","ONBRD — Onboarding Quiz","","",""
"","32624","TC-BKM — Counselor views Bookmarks page for an assigned student","chromium","2026-08-05","passed","2026-08-05","BKM — Bookmarks board","","",""
"","49607","TC-STUL — Open and close the Student Info card via the info icon","chromium","2026-08-05","passed","2026-08-05","STUL — Student List","","",""
"","35832","TC-AUTH — Password reset via phone number","chromium","2026-08-05","passed","2026-08-05","AUTH — Password Reset","","",""
"","34358","TC-BKM — Student moves a university from the Applying list back to Shortlist or Longlist via the card kebab menu","chromium","2026-08-05","passed","2026-08-05","BKM — Bookmarks board","","",""
"","34887","TC-APPL — Delete application via the kebab menu — Common App applications show a confirmation dialog; others delete immediately","chromium","2026-08-05","passed","2026-08-05","APPL — Application Tracker","","",""
"","25274","TC-BKM — Student deletes a university from a list via the kebab menu delete-confirmation flow","chromium","2026-08-05","passed","2026-08-05","BKM — Bookmarks board","","",""
